stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
1676210366,,Pflugscheid Humes,,49.2965854,6.9254044,,,,,,
1676210367,,Pflugscheid Humes,,49.296678,6.9256016,,,,,,
1676210372,,Pflugscheid Schule,,49.2980053,6.9295005,,,,,,
701424581,,Ensdorf (Saar),,49.3028864,6.7761897,,,,,,
277741767,,St. Ingbert,,49.2747274,7.1107687,,,,,,
1676210389,,Püttlingen Völklinger Straße,,49.2826498,6.8783496,,,,,,
270705354,,Ziegelhütter Straße,,49.3156497,6.9475016,,,,,,
245597900,,Luisenthal (Saar),,49.2496074,6.9041877,,,,,,
1676210383,,Püttlingen Elmer Weg,,49.2881263,6.8764559,,,,,,
1676210384,,Püttlingen GH Mai,,49.2945793,6.8824334,,,,,,
1676210385,,Püttlingen Klinik,,49.2776525,6.8706944,,,,,,
1676210387,,Püttlingen Köllertalstraße,,49.2916425,6.889106,,,,,,
269358292,,Walpershofen Mitte,,49.3221838,6.9205557,,,,,,
1671007822,,Walpershofen Siedlung,,49.3275253,6.9154693,,,,,,
1676210391,,Püttlingen Zum Birkenbruch,,49.2943605,6.8765679,,,,,,
264121936,,Püttlingen Markt,,49.2891492,6.8848101,,,,,,
1672766116,,Ellerstraße,,49.315224,6.9401199,,,,,,
1671007451,,Goethestraße,,49.3179649,6.9335803,,,,,,
1676210397,,Sommerberg Kirchstraße,,49.2963337,6.9061564,,,,,,
1671007653,,Paul-Theresia-Straße,,49.3291463,6.9277597,,,,,,
1671007457,,Goethestraße,,49.31804,6.9333435,,,,,,
1671007459,,Heusweiler Albertstraße,,49.3395445,6.922677,,,,,,
1671007625,,Obersalbach-Kurhof Schule,,49.3384246,6.8970561,,,,,,
1663369894,,Unnamed bus stop.,,49.3081209,6.9352468,,,,,,
416445158,,Fremersdorf,,49.4097796,6.6480737,,,,,,
701097703,,Besch,,49.5043732,6.372345,,,,,,
